"tick","Resource","Service"
1450.0,1244,26
1451.0,1245,27
1452.0,1245,27
1453.0,1248,27
1454.0,1248,28
1455.0,1248,28
1456.0,1248,28
1457.0,1249,28
1458.0,1251,28
1459.0,1253,28
1460.0,1254,28
1461.0,1257,28
1462.0,1258,28
1463.0,1258,28
1464.0,1258,28
1465.0,1257,28
1466.0,1257,28
1467.0,1257,28
1468.0,1257,28
1469.0,1258,28
1470.0,1260,28
1471.0,1262,28
1472.0,1264,28
1473.0,1267,28
1474.0,1267,28
1475.0,1268,28
1476.0,1268,28
1477.0,1270,28
1478.0,1273,28
1479.0,1274,28
1480.0,1274,28
1481.0,1275,28
1482.0,1278,28
1483.0,1279,28
1484.0,1279,28
1485.0,1278,28
1486.0,1281,28
1487.0,1284,28
1488.0,1286,28
1489.0,1289,28
1490.0,1289,28
1491.0,1292,28
1492.0,1295,28
1493.0,1295,28
1494.0,1297,28
1495.0,1296,28
1496.0,1298,28
1497.0,1298,28
1498.0,1301,28
1499.0,1302,28
1500.0,1305,28
1501.0,1302,28
1502.0,1305,28
1503.0,1304,28
1504.0,1303,28
1505.0,1303,28
1506.0,1304,28
1507.0,1306,28
1508.0,1306,28
1509.0,1309,28
1510.0,1309,28
1511.0,1312,28
1512.0,1314,28
1513.0,1317,28
1514.0,1319,28
1515.0,1320,28
1516.0,1320,28
1517.0,1322,28
1518.0,1322,28
1519.0,1325,28
1520.0,1325,28
1521.0,1325,28
1522.0,1328,28
1523.0,1328,28
1524.0,1332,28
1525.0,1331,28
1526.0,1331,28
1527.0,1331,28
1528.0,1334,28
1529.0,1335,28
1530.0,1335,28
1531.0,1335,28
1532.0,1337,28
1533.0,1339,28
1534.0,1340,28
1535.0,1341,28
1536.0,1341,28
1537.0,1343,28
1538.0,1345,28
1539.0,1348,28
1540.0,1349,28
1541.0,1350,28
1542.0,1353,28
1543.0,1352,28
1544.0,1354,28
1545.0,1356,28
1546.0,1357,28
1547.0,1359,28
1548.0,1361,28
1549.0,1361,28
1550.0,1361,28
1551.0,1364,28
1552.0,1367,28
1553.0,1370,28
1554.0,1369,28
1555.0,1371,28
1556.0,1372,28
1557.0,1376,28
1558.0,1377,28
1559.0,1378,28
1560.0,1378,28
1561.0,1379,28
1562.0,1383,28
1563.0,1382,28
1564.0,1385,28
1565.0,1386,28
1566.0,1386,28
1567.0,1388,28
1568.0,1389,28
1569.0,1390,28
1570.0,1390,28
1571.0,1394,28
1572.0,1394,28
1573.0,1395,28
1574.0,1395,28
1575.0,1395,28
1576.0,1396,28
1577.0,1396,28
1578.0,1399,28
1579.0,1400,28
1580.0,1400,28
1581.0,1401,28
1582.0,1403,28
1583.0,1406,28
1584.0,1405,28
1585.0,1407,28
1586.0,1408,28
1587.0,1410,28
1588.0,1412,28
1589.0,1413,28
1590.0,1414,28
1591.0,1413,28
1592.0,1415,28
1593.0,1415,28
1594.0,1416,28
1595.0,1419,28
1596.0,1416,28
1597.0,1417,28
1598.0,1419,28
1599.0,1419,30
1600.0,1422,30
1601.0,1423,31
1602.0,1427,31
1603.0,1430,31
1604.0,1431,32
1605.0,1428,32
1606.0,1430,33
1607.0,1431,33
1608.0,1434,33
1609.0,1433,33
1610.0,1433,33
1611.0,1437,34
1612.0,1437,34
1613.0,1440,34
1614.0,1441,34
1615.0,1439,34
